ID,Word,Tags
n06596607,"pulp, pulp magazine","newsprint, http://www.nwguild.or"
n06596727,"slick, slick magazine, glossy","k587-1, bb96, str95bb, js94bb, b"
n06785654,"crossword puzzle, crossword","puzzles, puzzle, crosswords, sud"
n06793231,sign,"signs, signing, signed, indicati"
n06794110,street sign,"streets, wall, avenue, downtown,"
n06874185,"traffic light, traffic signal, s","congestion, highways, jams, moto"
n06883725,"swastika, Hakenkreuz","emblems, swastikas, emblazoned, "
n06892775,concert,"concerts, performances, premiere"
n06998748,"artwork, art, graphics, nontextu","artworks, illustrations, showcas"
n07005523,lobe,"lobes, temporal, cerebellum, cor"
n07248320,"book jacket, dust cover, dust ja","books, author, published, novel,"
n07273802,cairn,"http://www.statoil.com, oly-2004"
n07461050,three-day event,"two-day, four-day, week-long, fi"
n07556406,comfort food,"indeed, comforts, knowing, impor"
n07556637,"comestible, edible, eatable, pab",
n07556970,course,"courses, way, well, indeed, unfo"
n07557434,dish,"dishes, dessert, cooked, soup, d"
n07560193,fast food,"slow, quick, faster, pace, easy"
n07560331,finger food,"fingers, thumb, hand, pointing, "
n07560542,kosher,"halal, kashrut, vegan, butchers,"
n07560652,fare,"fares, usual, typical, ticket, i"
n07560903,diet,"diets, eating, eat, vegetarian, "
n07561112,diet,"diets, eating, eat, vegetarian, "
n07561590,dietary,"supplements, nutritional, diets,"
n07561848,balanced diet,"balance, balancing, importantly,"
n07562495,dietary supplement,"supplements, nutritional, diets,"
n07563207,high-protein diet,________________________________
n07564971,vegetarianism,"veganism, em96, js03, kd97, envi"
n07565083,menu,"menus, dessert, dishes, diners, "
n07565161,"chow, chuck, eats, grub","gwahng, wong, zheed, chiu, nuhv"
n07565259,"board, table","boards, directors, trustees, com"
n07566340,"foodstuff, food product","plastics, foodstuffs, pulp, text"
n07567707,meal,"meals, eat, dinner, ate, breakfa"
n07568502,"oatmeal, rolled oats","cereal, cookies, granola, waffle"
n07568818,"roughage, fiber","gweye, mangxamba, peesk, gahsh, "
n07569106,flour,"cornmeal, bread, butter, sugar, "
n07569644,"whole wheat flour, graham flour,","entire, everything, rest, basica"
n07570720,"nutriment, nourishment, nutritio",
n07572616,larder,"kd94, kd96, oooooooooooooooooooo"
n07572957,"canned food, canned foods, canne","bottled, sardines, cans, package"
n07573347,Spam,
n07573696,"meal, repast","meals, eat, dinner, ate, breakfa"
n07574176,potluck,"supper, brunch, cookout, suppers"
n07574426,refection,
n07574504,refreshment,"refreshments, kiosk, em96, js04b"
n07574602,breakfast,"dinner, lunch, meals, brunch, me"
n07574780,"continental breakfast, petit dej","prohertrib, piyanart, srivalo, k"
n07574923,brunch,"buffet, dinner, breakfast, lunch"
n07575076,"lunch, luncheon, tiffin, dejeune","dinner, breakfast, meal, lunchti"
n07575392,high tea,"low, higher, well, school, ,"
n07575510,"tea, afternoon tea, teatime","coffee, teas, drinks, lunch, dri"
n07575726,dinner,"dinners, lunch, breakfast, guest"
n07575984,supper,"brunch, http://www.nwguild.org, "
n07576182,buffet,"brunch, buffets, breakfast, dini"
n07576438,picnic,"playground, picnics, barbecues, "
n07576781,"barbecue, barbeque","bbq, grill, grills, barbecues, b"
n07577144,fish fry,"salmon, fishes, seafood, tuna, m"
n07577374,"bite, collation, snack","bites, biting, bitten, srivalo, "
n07577538,nosh,"mangxamba, localweather, 27aou94"
n07578093,"banquet, feast, spread","luncheon, dinner, gala, banquets"
n07579575,"entree, main course","appetizer, appetizers, dessert, "
n07579688,piece de resistance,"pieces, instance, sort, indeed, "
n07579787,plate,"plates, srivalo, piyanart, bdb94"
n07579917,adobo,"chipotles, chipotle, chilies, se"
n07580053,"side dish, side order, entremets","both, but, sides, well, either"
n07580253,special,"addition, particular, given, als"
n07580359,casserole,"dish, gratin, meatloaf, casserol"
n07580470,chicken casserole,"cooked, meat, fried, pork, beef"
n07580592,"chicken cacciatore, chicken cacc","cooked, meat, fried, pork, beef"
n07581249,antipasto,"antipasti, kd94, ooooooooooooooo"
n07581346,"appetizer, appetiser, starter","entree, appetizers, dessert, del"
n07581775,cocktail,"cocktails, concoction, dinner, c"
n07581931,fruit cocktail,"fruits, citrus, vegetables, berr"
n07582152,shrimp cocktail,"prawns, lobster, seafood, crab, "
n07582277,hors d'oeuvre,"d'oeuvres, d'oeuvre, canapes, ap"
n07582609,dip,"dips, dipping, drop, dipped, plu"
n07582892,cheese dip,"cheeses, cheddar, butter, goat, "
n07583066,guacamole,"salsa, tortillas, enchiladas, av"
n07584110,consomme,"oxtail, mangxamba, js03, ooooooo"
n07584332,bisque,oooooooooooooooooooooooooooooooo
n07584423,"borsch, borsh, borscht, borsht, ","27aou94, _______________________"
n07584593,broth,"sauce, stew, boil, cooked, soup"
n07585107,"chicken broth, chicken stock","cooked, meat, fried, pork, beef"
n07585208,"broth, stock","sauce, stew, boil, cooked, soup"
n07585557,chicken soup,"cooked, meat, fried, pork, beef"
n07585758,gazpacho,"mojito, js03, oooooooooooooooooo"
n07585906,gumbo,"stew, jambalaya, crawfish, ooooo"
n07586099,marmite,"mangxamba, kd96, kd94, peesk, js"
n07586318,mulligatawny,
n07586604,pea soup,"peas, lentil, bean, pyoot, piyan"
n07586718,"pepper pot, Philadelphia pepper ","chili, peppers, ginger, garlic, "
n07586894,"petite marmite, minestrone, vege","sirah, redhead, sœur, diminutive"
n07587023,"potage, pottage","mangxamba, hypolycaena, ________"
n07587111,pottage,"mangxamba, kd94, kd96, ooooooooo"
n07587331,eggdrop soup,
n07587441,chowder,"clam, lobster, ooooooooooooooooo"
n07587618,corn chowder,"wheat, soybeans, soybean, maize,"
n07587700,clam chowder,"chowder, clams, oyster, scallop,"
n07587962,New England clam chowder,
n07588111,fish chowder,"salmon, fishes, seafood, tuna, m"
n07588193,"won ton, wonton, wonton soup","winning, win, wins, winner, vict"
n07588299,split-pea soup,
n07588419,"green pea soup, potage St. Germa","red, purple, blue, brown, bright"
n07588574,lentil soup,oooooooooooooooooooooooooooooooo
n07588817,vichyssoise,"mangxamba, js03, ooooooooooooooo"
n07588947,stew,"gumbo, stews, soup, tripe, conco"
n07590320,"goulash, Hungarian goulash, guly","mangxamba, kd96, em96, gph04bb, "
n07590502,hotchpotch,"mangxamba, http://www.kasparovch"
n07590611,"hot pot, hotpot","cool, hottest, warm, turn, well"
n07590752,beef goulash,"meat, pork, chicken, cow, corned"
n07591049,Irish stew,
n07591473,fish stew,"salmon, fishes, seafood, tuna, m"
n07591586,bouillabaisse,oooooooooooooooooooooooooooooooo
n07591961,paella,"bouillabaisse, risotto, oooooooo"
n07592094,fricassee,"23aou94, mangxamba, cw96, kd96, "
n07592481,beef stew,"meat, pork, chicken, cow, corned"
n07592768,ratatouille,"incredibles, spayr, jahb, tehz, "
n07593004,pot-au-feu,
n07593199,smorgasbord,"mishmash, plethora, em96, oooooo"
n07593471,viand,
n07594066,cake mix,"cakes, chocolate, dessert, baked"
n07595649,cane sugar,"sugarcane, rattan, em96, naborsi"
n07595914,powdered sugar,"powders, concoction, milk, melte"
n07596684,"sweet, confection","lovely, delicious, spicy, sweetn"
n07596967,confectionery,"confectionary, cadbury, http://w"
n07597145,confiture,
n07597365,"candy, confect","chocolate, candies, sweets, choc"
n07598256,candy bar,"chocolate, candies, sweets, choc"
n07598734,hard candy,"harder, so, even, too, but"
n07599911,peanut brittle,"butter, peanuts, chocolate, pota"
n07599998,"chewing gum, gum","gum, chewed, chew, chews, bb96"
n07600177,gum ball,"chewing, candy, chewed, gums, gu"
n07600285,bubble gum,"bubbles, bursting, burst, boom, "
n07600696,"candied apple, candy apple, taff","yams, walnuts, apricots, kumquat"
n07601290,orange peel,"yellow, bright, colored, pink, _"
n07601572,candy cane,"chocolate, candies, sweets, choc"
n07601686,candy corn,"chocolate, candies, sweets, choc"
n07601809,caramel,"butterscotch, chocolate, fudge, "
n07604956,comfit,
n07605040,"cotton candy, spun sugar, candyf","wool, yarn, cloth, crop, corn"
n07605380,fondant,"marzipan, mangxamba, oly-2004-fh"
n07605474,fudge,"butterscotch, caramel, sundae, b"
n07605597,chocolate fudge,"cake, candy, cream, cookies, car"
n07605804,"penuche, penoche, panoche, panoc",
n07605944,gumdrop,"oly-2004-box, oooooooooooooooooo"
n07606538,"peppermint, peppermint candy",oooooooooooooooooooooooooooooooo
n07606669,"jelly bean, jelly egg","concoction, doughnuts, sandwiche"
n07606764,"kiss, candy kiss","kisses, goodbye, hug, kissing, k"
n07607138,chocolate kiss,"cake, candy, cream, cookies, car"
n07607605,"lollipop, sucker, all-day sucker",oooooooooooooooooooooooooooooooo
n07607967,"cough drop, troche, pastille, pa","wheezing, coughing, headache, sn"
n07608098,marshmallow,"confection, marshmallows, peeps,"
n07608339,nougat,"marzipan, oly-2004-box, mangxamb"
n07608429,nougat bar,"marzipan, oly-2004-box, mangxamb"
n07608866,praline,"hazelnut, kd94, kd96, oly-2004-t"
n07609215,sugar candy,"cane, syrup, juice, flour, cocoa"
n07609407,taffy,oooooooooooooooooooooooooooooooo
n07609632,"truffle, chocolate truffle","truffles, mousse, hazelnut, riso"
n07609840,"dessert, sweet, afters","desserts, delicious, appetizer, "
n07610620,baked Alaska,"cakes, cooked, pies, fried, past"
n07611046,"compote, fruit compote","rhubarb, crepes, sorbet, zabagli"
n07611148,dumpling,"dumplings, noodle, oly-2004-box,"
n07611267,flan,"oly-2004-fhockey, js03, oly-2004"
n07611358,frozen dessert,"froze, freeze, freezing, piyanar"
n07611839,mousse,"sorbet, terrine, tiramisu, flan,"
n07611991,mousse,"sorbet, terrine, tiramisu, flan,"
n07612137,pavlova,"js03, kd94, kd96, oly-2004-fhock"
n07612367,whip,"whips, caucus, srivalo, piyanart"
n07612632,pudding,"puddings, dessert, custard, cake"
n07612996,"pudding, pud","puddings, dessert, custard, cake"
n07613266,tiramisu,"mangxamba, kd96, ooooooooooooooo"
n07613480,trifle,"admittedly, oooooooooooooooooooo"
n07613815,"jello, Jell-O","biafra, kennedys, oooooooooooooo"
n07614198,"ice, frappe","hockey, rink, melting, frozen, s"
n07614500,"ice cream, icecream","hockey, rink, melting, frozen, s"
n07614730,ice-cream cone,"http://www.opel.com, kd96, gph04"
n07614825,chocolate ice cream,"cake, candy, cream, cookies, car"
n07615190,peach ice cream,"apricot, pear, mango, cobbler, c"
n07615289,"sherbert, sherbet","mangxamba, kd94, skaht, kd96, pu"
n07615460,strawberry ice cream,"shortcake, darryl, rhubarb, peac"
n07615569,tutti-frutti,
n07615671,vanilla ice cream,"caramel, cinnamon, cream, chocol"
n07615774,"ice lolly, lolly, lollipop, pops","hockey, rink, melting, frozen, s"
n07616046,frozen yogurt,"froze, freeze, freezing, piyanar"
n07616386,parfait,"thohr, huhnt, kahrd, nuhv, kd94"
n07616487,"ice-cream sundae, sundae","http://www.opel.com, kd96, gph04"
n07616590,split,"splitting, splits, divided, apar"
n07616748,banana split,"bananas, mango, papaya, coconut,"
n07617051,"frozen custard, soft ice cream","froze, freeze, freezing, piyanar"
n07617611,chocolate mousse,"cake, candy, cream, cookies, car"
n07617708,"plum pudding, Christmas pudding","cherry, blossom, peach, apricot,"
n07617932,corn pudding,"wheat, soybeans, soybean, maize,"
n07618119,"duff, plum duff","pyoot, http://www.mediabynumbers"
n07618432,chocolate pudding,"cake, candy, cream, cookies, car"
n07619004,custard,"caramel, flan, tart, mousse, pud"
n07619208,creme caramel,"brulee, fraiche, anglaise, caram"
n07619409,creme brulee,"brulee, fraiche, anglaise, caram"
n07620689,"maraschino, maraschino cherry","cherries, liqueur, oly-2004-weig"
n07621618,garnish,"garnished, cilantro, sprinkle, c"
n07623136,"pastry, pastry dough","dessert, chef, cake, pastries, d"
n07624466,turnover,"totaled, totalled, amounted, dec"
n07625061,samosa,"mangxamba, http://www.kasparovch"
n07627931,"puff paste, pate feuillete","puffs, daddy, bdb94, http://www."
n07628068,phyllo,"pastry, crepes, baklava, 3.6728,"
n07631926,"ice-cream cake, icebox cake","http://www.opel.com, kd96, gph04"
n07639069,"doughnut, donut, sinker","donut, doughnuts, krispy, donuts"
n07641928,"fish cake, fish ball","salmon, fishes, seafood, tuna, m"
n07642361,"fish stick, fish finger","salmon, fishes, seafood, tuna, m"
n07642471,"conserve, preserve, conserves, p","conserving, preserve, utilize, i"
n07642742,apple butter,"macintosh, iphone, ipad, instanc"
n07642933,jam,"jams, http://www.co.mo.md.us, __"
n07643026,"lemon curd, lemon cheese","lime, juice, zest, ginger, vineg"
n07643200,"strawberry jam, strawberry prese","shortcake, darryl, rhubarb, peac"
n07643306,jelly,"concoction, doughnuts, sandwiche"
n07643891,orange marmalade,"yellow, bright, colored, pink, _"
n07643981,"gelatin, jelly","jell, gelatine, tallow, emulsion"
n07648913,buffalo wing,"sabres, pittsburgh, philadelphia"
n07648997,barbecued wing,"grilled, spicy, skewered, nachos"
n07650903,mince,oooooooooooooooooooooooooooooooo
n07651025,puree,"pureed, blender, broth, purée, p"
n07654148,"barbecue, barbeque","bbq, grill, grills, barbecues, b"
n07654298,"biryani, biriani","biriyani, kd96, hyderabadi, kd94"
n07655263,saute,"skillet, shallots, shallot, onio"
n07665438,"veal parmesan, veal parmigiana","lamb, chops, pork, tenderloin, s"
n07666176,veal cordon bleu,"lamb, chops, pork, tenderloin, s"
n07678729,"stuffing, dressing","stuffed, devonengy, piyanart, sr"
n07679034,"oyster stuffing, oyster dressing","oysters, scallop, clam, shellfis"
n07679356,"bread, breadstuff, staff of life","loaf, baked, toast, loaves, cake"
n07680313,bap,"gweye, kd94, oly-2004-box, kd96,"
n07680517,"breadstick, bread-stick","mangxamba, js03, localweather, e"
n07680761,"brown bread, Boston brown bread","gray, brohd, smith, ____________"
n07680932,"bun, roll","buns, nyahn, nuhv, ooooooooooooo"
n07681450,"challah, hallah","brioche, kd96, oly-2004-fhockey,"
n07681691,cinnamon bread,"ginger, cardamom, spices, vanill"
n07682197,crouton,"mangxamba, gahsh, js03, 23aou94,"
n07682316,"dark bread, whole wheat bread, w","darker, gray, bright, shadows, d"
n07682477,English muffin,
n07682624,flatbread,"focaccia, paratha, flatbreads, l"
n07682808,garlic bread,"onion, cloves, onions, shallots,"
n07682952,gluten bread,"starch, bb96, http://www.mediaby"
n07683039,graham bread,"chapman, bennett, smith, http://"
n07683360,bannock,"skaht, kd94, kd96, ooooooooooooo"
n07683490,"chapatti, chapati",
n07683617,"pita, pocket bread","hummus, flatbread, focaccia, lav"
n07683786,"loaf of bread, loaf","bread, loaves, crusty, slices, t"
n07684084,French loaf,
n07684164,"matzo, matzoh, matzah, unleavene","matzoh, farfel, matzah, peesk, o"
n07684289,"nan, naan","hua, chayng, ahrt, gwahng, jawng"
n07684517,raisin bread,"js03, em96, oooooooooooooooooooo"
n07684600,quick bread,"easy, fast, swift, speedy, hopin"
n07684938,banana bread,"bananas, mango, papaya, coconut,"
n07685031,date bread,"dates, beginning, prior, earlies"
n07685218,nut bread,"nuts, cashew, k977-1, http://www"
n07685399,Irish soda bread,
n07685546,"skillet bread, fry bread","saute, wok, nonstick, saucepan, "
n07685730,rye bread,"vruhl, barley, piyanart, srivalo"
n07685918,"black bread, pumpernickel","white, dark, brown, blue, colore"
n07686021,"Jewish rye bread, Jewish rye",
n07686202,limpa,
n07686720,"sour bread, sourdough bread","soured, taste, srivalo, piyanart"
n07686873,toast,"toasted, toasts, toasting, bdb94"
n07687053,wafer,"wafers, fabrication, fabs, 12-in"
n07687211,"white bread, light bread","black, brown, red, _____________"
n07687381,"baguet, baguette",
n07687469,French bread,
n07687626,Italian bread,
n07687789,cornbread,"meatloaf, mashed, stuffing, oooo"
n07688624,"cornpone, pone","mangxamba, tihm, tihg, 27aou94, "
n07688898,"hush puppy, hushpuppy","puppies, js94bb, bb96, bulletiny"
n07689003,"johnnycake, johnny cake, journey",
n07689842,"zwieback, rusk, Brussels biscuit",
n07690019,"frankfurter bun, hotdog bun","allgemeine, rundschau, zeitung, "
n07690152,"hamburger bun, hamburger roll","burger, mcdonald, hamburgers, pi"
n07690273,"muffin, gem","tins, muffins, cupcake, croissan"
n07690431,bran muffin,"oat, cereal, pyoot, oatmeal, zha"
n07690511,corn muffin,"wheat, soybeans, soybean, maize,"
n07690585,Yorkshire pudding,
n07690739,popover,"mangxamba, kd96, peesk, 25aou94,"
n07690892,scone,"wc2003-sri, kd96, kd94, 65stk, o"
n07691091,"drop scone, griddlecake, Scotch ","drops, dropping, dropped, rise, "
n07691237,"cross bun, hot cross bun","crossed, crossing, both, crosses"
n07691539,brioche,"croissant, croissants, baguettes"
n07691650,"crescent roll, croissant","kuhdz, bb94, http://www.mediabyn"
n07691758,"hard roll, Vienna roll","harder, so, even, too, but"
n07691954,kaiser roll,"permanente, hahlt, bulletinyyy, "
n07692614,"sweet roll, coffee roll","lovely, delicious, spicy, sweetn"
n07693048,"cinnamon roll, cinnamon bun, cin","ginger, cardamom, spices, vanill"
n07693223,"honey bun, sticky bun, caramel b","ginger, k587-1, k978-1, http://w"
n07693590,"danish, danish pastry","denmark, swedish, norwegian, est"
n07693725,"bagel, beigel","bagels, bakery, deli, eatery, cr"
n07693972,biscuit,"biscuits, cookie, tins, #ukqec, "
n07694403,baking-powder biscuit,
n07694516,"buttermilk biscuit, soda biscuit","yogurt, mayonnaise, applesauce, "
n07694659,shortcake,"strawberry, rhubarb, js03, mangx"
n07694839,"hardtack, pilot biscuit, pilot b","js03, kd96, http://www.kasparovc"
